dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1609567200,2021-01-02 06:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.56,6000,267.46,264.03,268.18,269.62,1016,,,91,3.1,320,,,,,,0,701,Mist,mist,50n
1609570800,2021-01-02 07:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,266.24,3219,264.77,260.74,265.18,268.99,1016,,,88,3.6,320,,,,,,0,701,Mist,mist,50n
1609574400,2021-01-02 08:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,266.06,3219,264.72,261.6,265.18,267.87,1017,,,89,2.6,300,,,,,,0,701,Mist,mist,50n
1609578000,2021-01-02 09:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,264.75,6437,263.04,260.05,264.18,266.82,1019,,,86,2.6,230,0,,,,,0,701,Mist,mist,50n
1609581600,2021-01-02 10:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,263.59,2012,262.15,260.49,263.18,266.34,1018,,,88,1.5,310,0,,,,,0,701,Mist,mist,50n
1609585200,2021-01-02 11:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,264.61,4023,262.77,258.75,263.22,266.5,1019,,,85,3.6,360,,,,,,0,701,Mist,mist,50n
1609588800,2021-01-02 12:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.04,4828,265.17,264.43,266.21,267.18,1019,,,85,1.5,10,0,,,,,100,701,Mist,mist,50n
1609592400,2021-01-02 13:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.44,805,265.29,263.24,266.21,267.6,1019,,,83,2.6,40,,,,,,100,721,Haze,haze,50n
1609596000,2021-01-02 14:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.99,402,266.37,262.87,266.21,268.2,1019,,,87,3.6,50,,,,,,100,741,Fog,fog,50d
1609599600,2021-01-02 15:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.3,402,266.81,264.26,266.76,269.18,1020,,,88,2.6,50,,,,,,100,741,Fog,fog,50d
1609603200,2021-01-02 16:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.1,805,266.74,264.03,267.32,268.52,1021,,,89,2.6,80,0,,,,,100,741,Fog,fog,50d
